PROV268;Caed Myrkvid;;;;;;;;x
PROV269;Caed Gwyn;;;;;;;;x
PROV270;Vedette;;;;;;;;x
PROV271;T2;;;;;;;;x
PROV272;T56;;;;;;;;x
PROV273;Zurbarran;;;;;;;;x
PROV274;T8;;;;;;;;x
PROV275;T11;;;;;;;;x
PROV276;Creuxrenard;;;;;;;;x
PROV277;Metinna;;;;;;;;x
PROV278;Kiltartan;;;;;;;;x
PROV279;Kilfenora;;;;;;;;x
PROV280;Clogher;;;;;;;;x
PROV281;Timolin;;;;;;;;x
PROV282;Cadlock;;;;;;;;x
PROV283;Glin;;;;;;;;x
PROV284;Birr;;;;;;;;x
PROV285;Dunluce;;;;;;;;x
PROV286;Leibraden;;;;;;;;x
PROV287;Aftenduth;;;;;;;;x
PROV288;Ratoath;;;;;;;;x
PROV289;Ardfinnan;;;;;;;;x
PROV290;Arndare;;;;;;;;x
PROV291;Athenry;;;;;;;;x
PROV292;Malahide;;;;;;;;x
PROV293;Coincallin;;;;;;;;x
PROV294;Rosslare;;;;;;;;x
PROV295;Ardrahan;;;;;;;;x
PROV296;Neunreuth;;;;;;;;x
PROV297;Geoghegan;;;;;;;;x
PROV298;Rathkeale;;;;;;;;x
PROV299;Dungarvan;;;;;;;;x
PROV300;Mahoonagh;;;;;;;;x
PROV301;Quin;;;;;;;;x
PROV302;Rathlin;;;;;;;;x
PROV303;Naas;;;;;;;;x
PROV304;Dunboyne;;;;;;;;x
PROV305;Forgeham;;;;;;;;x
PROV306;Kerntar;;;;;;;;x
PROV307;Breffny;;;;;;;;x
PROV308;Caravista;;;;;;;;x
PROV309;Tallaght;;;;;;;;x
PROV310;Sheldrom;;;;;;;;x
PROV311;Laois;;;;;;;;x
PROV312;Assengard;;;;;;;;x
PROV313;Ainceaster;;;;;;;;x
PROV315;Leastmearc;;;;;;;;x
PROV316;Rhys-Rhun;;;;;;;;x
PROV317;Limenmuþa;;;;;;;;x
PROV318;Dofras;;;;;;;;x
PROV319;Luel;;;;;;;;x
PROV320;Ceodre;;;;;;;;x
PROV321;Hwitefyl;;;;;;;;x
PROV322;Hramesige;;;;;;;;x
PROV323;Æþelinga;;;;;;;;x
PROV324;Heahland;;;;;;;;x
PROV325;Belhaven;;;;;;;;x
PROV326;Léas Ár;;;;;;;;x
PROV327;Heanton;;;;;;;;x
PROV314;Edorgard;;;;;;;;x
PROV328;Lindisse;;;;;;;;x
PROV329;Cælhaven;;;;;;;;x
PROV330;Basingas;;;;;;;;x
PROV331;Dunholm;;;;;;;;x
PROV332;Suþrima;;;;;;;;x
PROV333;Glevitzingen;;;;;;;;x
PROV334;DA2;;;;;;;;x
PROV335;DA3;;;;;;;;x
PROV336;DA4;;;;;;;;x
PROV337;DA5;;;;;;;;x
PROV338;DA6;;;;;;;;x
PROV339;Caed Dhu;;;;;;;;x
PROV340;Gwendeith;;;;;;;;x
PROV341;DA1;;;;;;;;x
PROV342;DA7;;;;;;;;x
PROV343;DA8;;;;;;;;x
PROV344;DA9;;;;;;;;x
PROV345;Cintra;;;;;;;;x
PROV346;Coldwater;;;;;;;;x
PROV347;Cottbus;;;;;;;;x
PROV348;Attre;;;;;;;;x
PROV349;Erlenwald;;;;;;;;x
PROV350;Tigg;;;;;;;;x
PROV351;Ortagor;;;;;;;;x
PROV352;Strept;;;;;;;;x
PROV353;Fourhorn;;;;;;;;x
PROV354;Marnadal;;;;;;;;x
PROV355;Amarillo;;;;;;;;x
PROV356;Loredo;;;;;;;;x
PROV357;Druigh;;;;;;;;x
PROV358;Teiza;;;;;;;;x
PROV359;Fen Aspra;;;;;;;;x
PROV360;Vica;;;;;;;;x
PROV361;Castronda;;;;;;;;x
PROV362;Glyswen;;;;;;;;x
PROV363;Arranar;;;;;;;;x
PROV364;Alenas;;;;;;;;x
PROV365;Ciosuecia;;;;;;;;x
PROV366;Sarda;;;;;;;;x
PROV367;Forja Nueva;;;;;;;;x
PROV368;Mijara;;;;;;;;x
PROV369;Tiagecia;;;;;;;;x
PROV370;Tyffi;;;;;;;;x
PROV371;Astunton;;;;;;;;x
PROV372;Lersaura;;;;;;;;x
PROV373;Pagoza;;;;;;;;x
PROV374;Carbon;;;;;;;;x
PROV375;Mons Arx;;;;;;;;x
PROV376;Arnkell;;;;;;;;x
PROV377;Caiseal;;;;;;;;x
PROV378;Dryslwyn;;;;;;;;x
PROV379;Trefddyn;;;;;;;;x
PROV380;Port Baccala;;;;;;;;x
PROV381;Malpaga;;;;;;;;x
PROV382;x;;;;;;;;x
PROV383;x;;;;;;;;x
PROV384;x;;;;;;;;x
PROV385;x;;;;;;;;x
PROV386;x;;;;;;;;x
PROV387;x;;;;;;;;x
PROV388;x;;;;;;;;x
PROV389;x;;;;;;;;x
PROV390;Acorn Bay;;;;;;;;x
PROV391;Ocean1;;;;;;;;x
PROV392;Ocean2;;;;;;;;x
PROV393;Ocean3;;;;;;;;x
PROV394;Ocean4;;;;;;;;x
PROV395;Ocean5;;;;;;;;x
PROV396;Ocean6;;;;;;;;x
PROV397;Ocean7;;;;;;;;x
PROV398;Ocean8;;;;;;;;x
PROV399;Ocean9;;;;;;;;x
PROV400;Ocean10;;;;;;;;x
PROV401;Ocean11;;;;;;;;x
PROV402;Ocean12;;;;;;;;x
PROV403;Ocean13;;;;;;;;x
PROV404;Ocean14;;;;;;;;x
PROV405;Ocean15;;;;;;;;x
PROV406;Ocean16;;;;;;;;x
PROV407;Ocean17;;;;;;;;x
PROV408;Inis Porhoet Ocean;;;;;;;;x
PROV409;Ocean19;;;;;;;;x
PROV410;Bay of Thanedd;;;;;;;;x
PROV411;Cidaris Sea;;;;;;;;x
PROV412;Ocean22;;;;;;;;x
PROV413;Ocean23;;;;;;;;x
PROV414;Ocean24;;;;;;;;x
PROV415;Lake Wyzima;;;;;;;;x
PROV416;Misplaced Lake;;;;;;;;x
PROV417;Lake Rivia;;;;;;;;x
PROV418;Lake Riverdell;;;;;;;;x
PROV419;Pontar1;;;;;;;;x
PROV420;Pontar2;;;;;;;;x
PROV421;Pontar3;;;;;;;;x
PROV422;Pontar4;;;;;;;;x
PROV423;Pontar5;;;;;;;;x
PROV424;Pontar6;;;;;;;;x
PROV425;Pontar7;;;;;;;;x
PROV426;Braa1;;;;;;;;x
PROV427;Braa2;;;;;;;;x
PROV428;Jaruga1;;;;;;;;x
PROV429;Jaruga2;;;;;;;;x
PROV430;Sylte1;;;;;;;;x
PROV431;Alba1;;;;;;;;x
