EVTOPTAvarious_trait.10;Every opinion is flawed. Might as well hear them all.;;;;;;;;;;;x
EVTOPTBvarious_trait.10;Everyone deserves to be heard.;;;;;;;;;;;x
EVTOPTCvarious_trait.10;I am such a great [Root.GetTitle].;;;;;;;;;;;x
EVTDESCvarious_trait.11;I’ve started noticing that everyone is better than me. This isn’t fair! I want to be as good as everyone else – no, even better than everyone, rather. Why am I not the best in everything?;;;;;;;;;;;x
EVTOPTAvarious_trait.11;I am worthless.;;;;;;;;;;;x
EVTOPTBvarious_trait.11;I don’t try hard enough.;;;;;;;;;;;x
EVTOPTCvarious_trait.11;No one cares about me, that’s why.;;;;;;;;;;;x
EVTOPTDvarious_trait.11;Maybe I shouldn’t worry about this.;;;;;;;;;;;x
EVTDESCvarious_trait.12;An impoverished knight had recently died, leaving behind an orphaned child. I really feel pity for the unfortunate youth, who has no family left. I’ll try to find the child a good place to live in.;;;;;;;;;;;x
EVTOPTAvarious_trait.12;Send the child to live with one of my trusted knights.;;;;;;;;;;;x
EVTOPTBvarious_trait.12;Bring the child to a monastery.;;;;;;;;;;;x
EVTOPTCvarious_trait.12;Invite the child to my court.;;;;;;;;;;;x
EVTDESCvarious_trait.13;You’ve made a fool of myself while sparring, acting like a full coward in front of the other men.;;;;;;;;;;;x
EVTOPTAvarious_trait.13;I can’t help it!;;;;;;;;;;;x
EVTOPTBvarious_trait.13;I mustn’t embarrass myself like this!;;;;;;;;;;;x
EVTOPTCvarious_trait.13;It’s actually a tactical trick. IT'S A TRAP!;;;;;;;;;;;x
EVTDESCvarious_trait.14;Today while travelling in the countryside, a bandit or thug of some sort tried to ambush me, but I defeated the fool with my bare hands. He’s now sitting in my dungeon, awaiting punishment. Meanwhile, my court is praising me for my bravery.;;;;;;;;;;;x
EVTOPTAvarious_trait.14;Anyone could have done that.;;;;;;;;;;;x
EVTOPTBvarious_trait.14;All fear me!;;;;;;;;;;;x
EVTOPTCvarious_trait.14;Spare the man and release him.;;;;;;;;;;;x
EVTOPTDvarious_trait.14;I will torture him personally…;;;;;;;;;;;x
EVTDESCvarious_trait.15;I am no better than anyone. I can always learn something from everyone – even the lowliest beggar or the most foolish imbecile have something to tell me. Today, while surveying a nearby town, one of the peasants taught me a profound lesson.;;;;;;;;;;;x
EVTOPTAvarious_trait.15;Humility is the only way to better understand the world, after all.;;;;;;;;;;;x
EVTDESCvarious_trait.16;An ugly wench is throwing herself at you.;;;;;;;;;;;x
EVTOPTAvarious_trait.16;I don’t care who, I’ll bed any young woman!;;;;;;;;;;;x
EVTOPTBvarious_trait.16;Maybe I should have standards after all…;;;;;;;;;;;x
EVTOPTCvarious_trait.16;I can’t see her ugliness anyways.;;;;;;;;;;;x
EVTOPTDvarious_trait.16;When the lights are blown out, all women are beautiful.;;;;;;;;;;;x
EVTDESCvarious_trait.17;One of my new servants happens to be a pretty, innocent young maid, and I can’t get her off my mind. Some of the other men tell me that since I’m a strapping young man, I should accept my natural impulses, but I disagree – I’ve always tried to make sure I kept a pure mind, and I won’t yield, even now.;;;;;;;;;;;x
EVTOPTAvarious_trait.17;She may be pretty, but it would be a sin to defile her.;;;;;;;;;;;x
EVTOPTBvarious_trait.17;God will provide me strength against temptation!;;;;;;;;;;;x
EVTOPTCvarious_trait.17;I can’t see her, anyways, so how can I admire her?;;;;;;;;;;;x
EVTOPTDvarious_trait.17;I don’t like women, anyways.;;;;;;;;;;;x
EVTDESCvarious_trait.18;Some people say that my temperance prevents me from properly enjoying life, and I should stop being so prudish.;;;;;;;;;;;x
EVTOPTAvarious_trait.18;Such people are merely fools.;;;;;;;;;;;x
EVTOPTBvarious_trait.18;Maybe they have a point.;;;;;;;;;;;x
EVTOPTCvarious_trait.18;I don’t enjoy life? Why, I enjoy life all the time!;;;;;;;;;;;x
EVTDESCvarious_trait.19;I thought I just saw an assassin lurking behind the trees over there. A weird, dark shape, behind those leaves… is that a dagger? It must be a dagger!;;;;;;;;;;;x
EVTOPTAvarious_trait.19;Wait… I’m just seeing things… I think…;;;;;;;;;;;x
EVTOPTBvarious_trait.19;Judging from the angle of the light, it’s just a distortion of my shadow.;;;;;;;;;;;x
EVTOPTCvarious_trait.19;RUN AWAY!;;;;;;;;;;;x
EVTDESCvarious_trait.20;I’m such a gullible fool. One of my courtiers managed to play a prank on me today!;;;;;;;;;;;x
EVTOPTAvarious_trait.20;I have to stop being so gullible.;;;;;;;;;;;x
EVTOPTBvarious_trait.20;I don’t mind at all.;;;;;;;;;;;x
EVTOPTCvarious_trait.20;Punish the miscreant with lashes!;;;;;;;;;;;x
EVTDESCvarious_trait.21;Over the years, I’ve learned to never show anyone my true self. I always have to deceive them, and manipulate them, and while I don’t know whether it’s the right thing to do, it’s a necessity.;;;;;;;;;;;x
EVTOPTAvarious_trait.21;It’s a danger when people know too much about you.;;;;;;;;;;;x
EVTOPTBvarious_trait.21;They wouldn’t understand me.;;;;;;;;;;;x
EVTOPTCvarious_trait.21;They’d think I’m crazy.;;;;;;;;;;;x
EVTOPTDvarious_trait.21;Nobody would want hear the voices in my head.;;;;;;;;;;;x
EVTDESCvarious_trait.22;While shopping at the summer fair, you realize that one of the merchants isn’t selling a lot of merchandise. After observing him for a while, you realize he is absolutely terrible at advertising his wares, and in your blunt honesty you criticize him for this.;;;;;;;;;;;x
EVTOPTAvarious_trait.22;Better improve at this, or you’ll end up a peasant.;;;;;;;;;;;x
EVTOPTBvarious_trait.22;I’ll buy your products for you.;;;;;;;;;;;x
EVTOPTCvarious_trait.22;I have some suggestions on how to better advertise your goods…;;;;;;;;;;;x
EVTDESCvarious_trait.23;Some call me a tyrant, others a monster. But all my subjects fear me, and I think that’s a good thing.;;;;;;;;;;;x
EVTOPTAvarious_trait.23;Blood for the bloody throne.;;;;;;;;;;;x
EVTOPTBvarious_trait.23;It is necessary to rule effectively, unfortunately.;;;;;;;;;;;x
EVTOPTCvarious_trait.23;I may be tyrannical, but I am fair.;;;;;;;;;;;x
