#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
# TRIGGERED ONLY
nick_the_dove;the Dove;;;;;;;;;;;;;x
nick_the_rat;the Rat;;;;;;;;;;;;;x
nick_the_lamb;the Lamb;;;;;;;;;;;;;x
nick_the_stag;the Stag;;;;;;;;;;;;;x
nick_the_jackal;the Jackal;;;;;;;;;;;;;x
nick_the_swan;the Swan;;;;;;;;;;;;;x
nick_the_chosen;the Chosen;;;;;;;;;;;;;x
nick_the_tall;the Tall;;;;;;;;;;;;;x
nick_the_mountain;the Mountain;;;;;;;;;;;;;x
nick_the_loud;the Loud;;;;;;;;;;;;;x
nick_the_melodious;the Melodious;;;;;;;;;;;;;x
nick_the_swordsman;the Swordsman;;;;;;;;;;;;;x
nick_the_alchemist;the Alchemist;;;;;;;;;;;;;x
nick_the_tolerant;the Tolerant;;;;;;;;;;;;;x
nick_the_sage;the Sage;;;;;;;;;;;;;x
nick_the_druid;the Druid;;;;;;;;;;;;;x
nick_the_sorcerer;the Sorcerer;;;;;;;;;;;;;x
nick_the_magician;the Magician;;;;;;;;;;;;;x
nick_the_hunchback;the Hunchback;le Bossu;der Bucklige;;El Jorobado;;;;;;;;;x
nick_the_leper;the Leper;le Lépreux;der Aussätzige;;El Leproso;;;;;;;;;x
nick_the_poet;the Poet;le Poète;der Dichter;;El Poeta;;;;;;;;;x
nick_the_benign;the Benign;le Bénin;der Gutartig;;El Benigno;;;;;;;;;x
nick_the_eloquent;the Eloquent;le Éloquent;der Wortgewandte;;El Elocuente;;;;;;;;;x
nick_the_meek;the Meek;le Doux;der Sanftmütige;;El Manso;;;;;;;;;x
nick_the_prudent;the Prudent;le Prudent;der Umsichtige;;El Prudente;;;;;;;;;x
nick_the_learned;the Learned;le Savant;der Gelehrte;;El Aprendido;;;;;;;;;x
nick_the_impaler;the Impaler;le Empaleur;der Pfähler;;El Empalador;;;;;;;;;x
nick_the_butcher;the Butcher;;;;;;;;;;;;;x
nick_the_cunning;the Cunning;le Ruse;der Listige;;El Astucia;;;;;;;;;x
nick_the_indolent;the Indolent;le Indolent;der Träge;;El Indolente;;;;;;;;;x
nick_the_downcast;the Downcast;le Abattu;der Niedergeschlagene;;El Alicaído;;;;;;;;;x
nick_the_scholar;the Scholar;le Érudit;der Gelehrte;;El Erudito;;;;;;;;;x
nick_the_academic;the Academic;;;;;;;;;;;;;x
nick_the_mild;the Mild;le Bénin;der Milde;;El Leve;;;;;;;;;x
nick_the_theologian;the Theologian;le Théologien;der Theologe;;El Teólogo;;;;;;;;;x
nick_the_decadent;the Decadent;le Décadent;der Dekadent;;El Decadente;;;;;;;;;x
nick_the_stout;the Stout;le Robuste;der Stämmige;;El Corpulento;;;;;;;;;x
nick_the_vain;the Vain;le Vaniteux;der Eitle;;El Vano;;;;;;;;;x
nick_the_planter;the Planter;le Planteur;der Pflanzer;;El Plantador;;;;;;;;;x
nick_the_ugly;the Ugly;le Laid;der Hässliche;;El Feo;;;;;;;;;x
nick_the_short;the Short;le Petite;der Kleingewachsene;;El Corto;;;;;;;;;x
nick_the_parricide;the Parricide;le Parricide;der Vatermörder;;El Parricidio;;;;;;;;;x
nick_the_rash;the Rash;le Imprudent;der Unbesonnene;;El Adjetivo;;;;;;;;;x
nick_the_mystic;the Mystic;le Mystique;der Mystiker;;El Místico;;;;;;;;;x
nick_the_bad;the Bad;le Mauvais;der Schlecht;;El Malo;;;;;;;;;x
nick_the_brave;the Brave;;;;;;;;;;;;;x
nick_the_fearless;the Fearless;;;;;;;;;;;;;x
nick_the_generous;the Generous;le Généreux;der Großzügig;;El Generoso;;;;;;;;;x
nick_the_honorable;the Honorable;le Honorable;der Ehrenhaft;;El Honorable;;;;;;;;;x
nick_the_treacherous;the Treacherous;le Perfide;der Verräterisch;;El Traicionero;;;;;;;;;x
nick_the_weak;the Weak;le Faible;der Schwach;;El Débil;;;;;;;;;x
nick_the_scarred;the Scarred;le Balafré;der Narbig;;El Cicatrizado;;;;;;;;;x
nick_the_quiet;the Quiet;le Tranquille;der Ruhig;;El Tranquilo;;;;;;;;;x
nick_the_truthful;the Truthful;le Véridique;der Wahrheitsgemäß;;El Veraz;;;;;;;;;x
nick_the_distrustful;the Distrustful;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_peaceful;the Peaceful;le Pacifique;der Friedlich;;El Pacífico;;;;;;;;;x
nick_the_ambitious;the Ambitious;le Ambitieux;der Ehrgeizig;;El Ambicioso;;;;;;;;;x
nick_the_lewd;the Lewd;;;;;;;;;;;;;x
nick_the_righteous;the Righteous;le Vertueux;der Rechtschaffen;;El Virtuoso;;;;;;;;;x
nick_the_pompous;the Pompous;le Pompeux;der Pompös;;El Pomposo;;;;;;;;;x
nick_the_infirm;the Infirm;le Infirme;der Gebrechlich;;El Enfermizo;;;;;;;;;x
nick_the_reluctant;the Reluctant;le Réticent;der Widerstrebend;;El Renuente;;;;;;;;;x
nick_the_brilliant;the Brilliant;le Brillant;der Brillant;;El Brillante;;;;;;;;;x
nick_the_stammerer;the Stammerer;le Bègue;der Stotterer;;El Tartamudo;;;;;;;;;x
nick_the_upright;the Upright;le Droit;der Aufrecht;;El Recto;;;;;;;;;x
nick_the_recluse;the Recluse;le Recluse;der Recluse;;El Recluso;;;;;;;;;x
nick_the_candid;the Candid;le Candide;der Offen;;El Franco;;;;;;;;;x
nick_the_clubfoot;the Clubfoot;le Pied Bot;der Klumpfuß;;El Pie Zambo;;;;;;;;;x
nick_the_suspicious;the Suspicious;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_seemly;the Seemly;le Convenable;der Schicklich;;El Decoroso;;;;;;;;;x
nick_the_wanton;the Wanton;le Gratuit;der Mutwillig;;El Sin Sentido;;;;;;;;;x
nick_the_sickly;the Sickly;le Maladif;die Kränklich;;El Enfermizo;;;;;;;;;x
nick_the_noisy;the Noisy;le Bruyant;die Laut;;El Ruidoso;;;;;;;;;x
nick_the_duelist;the Duelist;le Duelliste;die Duellant;;El Duelista;;;;;;;;;x
nick_the_eunuch;the Eunuch;le Eunuque;die Eunuch;;El Eunuco;;;;;;;;;x
nick_the_madman;the Madman;le Fou;die Verrückte;;El Loco;;;;;;;;;x
nick_the_slobberer;the Slobberer;le Slobberer;die Slobberer;;El Slobberer;;;;;;;;;x
nick_the_oak;the Oak;le Chêne;die Eiche;;El Roble;;;;;;;;;x
nick_the_merchant;the Merchant;le Commerçant;die Kaufmann;;El Comerciante;;;;;;;;;x
nick_the_battler;the Battler;;;;;;;;;;;;;x
nick_the_shadow;the Shadow;;;;;;;;;;;;;x
nick_the_bloody;the Bloody;;;;;;;;;;;;;x
nick_the_invincible;the Invincible;;;;;;;;;;;;;x
nick_the_fool;the Fool;;;;;;;;;;;;;x
nick_the_beheader;the Beheader;;;;;;;;;;;;;x
# GIVEN BY RULE
nick_the_unicorn;the Unicorn;;;;;;;;;;;;;x
nick_the_griffin;the Griffin;;;;;;;;;;;;;x
nick_the_dragon;the Dragon;;;;;;;;;;;;;x
nick_the_pheonix;the Pheonix;;;;;;;;;;;;;x
nick_the_shrewd;the Shrewd;le Astucieux;der Schlau;;El Hábil;;;;;;;;;x
nick_the_tyrant;the Tyrant;le Tyran;der Tyrann;;El Tirano;;;;;;;;;x
nick_the_peculiar;the Peculiar;le Particulier;der Eigenartig;;El Peculiar;;;;;;;;;x
nick_the_apathetic;the Apathetic;l'Apathique;der Apathisch;;El Apático;;;;;;;;;x
nick_the_child;the Child;le Enfant;die Kind;;El Niño;;;;;;;;;x
nick_the_warrior;the Warrior;le Guerrier;der Krieger;;El Guerrero;;;;;;;;;x
nick_the_trickster;the Trickster;le Trickster;die Trickster;;El Trickster;;;;;;;;;x
nick_the_tempest;the Tempest;le Tempête;die Sturm;;El Tempestad;;;;;;;;;x
nick_the_fierce;the Fierce;le Féroce;die Heftig;;El Feroz;;;;;;;;;x
nick_the_iron;the Iron;le Fer;die Eisen;;El de Hierro;;;;;;;;;x
nick_the_implacable;the Implacable;le Implacable;die Unerbittlich;;El Implacable;;;;;;;;;x
nick_the_anointed;the Anointed;le Oint;die Gesalbte;;El Ungido;;;;;;;;;x
nick_the_strict;the Strict;le Strict;die Streng;;El Estricto;;;;;;;;;x
# GIVEN BY PRESTIGE/PIETY/WEALTH
nick_the_glorious;the Glorious;le Glorieux;die Glorreiche;;El Glorioso;;;;;;;;;x
nick_the_illustrious;the Illustrious;le Illustre;der Berühmt;;El Ilustre;;;;;;;;;x
nick_the_rich;the Rich;le Riche;der Reich;;El Rico;;;;;;;;;x
nick_the_godless;the Godless;le Impie;die Gottlos;;El Sin Dios;;;;;;;;;x
nick_the_extravagant;the Extravagant;le Extravagant;die Extravagant;;El Extravagante;;;;;;;;;x
nick_the_elightened;the Enlighted;;;;;;;;;;;;;x
# GIVEN BY MISCELLANEOUS
nick_the_whore;the Whore;;;;;;;;;;;;;x
nick_the_virgin;the Virgin;le Vierge;die Jungfrau;;El Virgen;;;;;;;;;x
nick_the_maid;the Maid;;;;;;;;;;;;;x
