# CONGENITAL
apprentice_sorcerer;Apprentice Sorcerer;;;;;;;;;;;;;x
apprentice_sorcerer_desc;This character is learning to become a full-fledged sorcerer.;;;;;;;;;;;;;x
sorcerer;Sorcerer;;;;;;;;;;;;;x
sorcerer_desc;This character is a skilled Sorcerer educated in the use of magic.;;;;;;;;;;;;;x
apprentice_druid;Apprentice Druid;;;;;;;;;;;;;x
apprentice_druid_desc;This character is learning to become a full-fledged druid.;;;;;;;;;;;;;x
druid;Druid;;;;;;;;;;;;;x
druid_desc;This character is a scholar of the forest with deep understanding of nature's workings.;;;;;;;;;;;;;x
witch;Witch;;;;;;;;;;;;;x
witch_desc;This character is a Witch, skilled healer with a natural talent for magic.;;;;;;;;;;;;;x
witcher;Witcher;;;;;;;;;;;;;x
witcher_desc;This character is a monster-slayer for hire undergone extensive training and mysterious rituals.;;;;;;;;;;;;;x
# SPECIAL - REBEL LEADER
scoiatael_leader;Scoia'tael Leader;;;;;;;;;;;;;x
scoiatael_leader_desc;This character is a leader of a group of elven and dwarven rebels fighting against the discrimination of nonhumans.;;;;;;;;;;;;;x
# SPECIAL - RACE
elven;Elf;;;;;;;;;;;;;x
elven_desc;Elves are one of the Elder Races (along with gnomes and dwarves). Elves, also known as Aen Seidhe, came to the Continent on their white ships much earlier than humans, but later than gnomes and dwarves.;;;;;;;;;;;;;x
halfelf;Halfelf;;;;;;;;;;;;;x
halfelf_desc;Halfelf;;;;;;;;;;;;;x
#elven_blood;Elven Blood;;;;;;;;;;;;;x
#elven_blood_desc;Elven Blood;;;;;;;;;;;;;x
dwarven;Dwarf;;;;;;;;;;;;;x
dwarven_desc;Dwarves are one of the humanoid races. Together with gnomes and elves they are called the Old races, and along with gnomes they were one of the oldest sentient races on the Continent.;;;;;;;;;;;;;x
halfdwarf;Halfdwarf;;;;;;;;;;;;;x
halfdwarf_desc;Halfdwarf;;;;;;;;;;;;;x
halfling;Halfling;Hobberas;Halbling;;Mediano;;;;;;;;;x
halfling_desc;Halflings are one of the non-human races. They are between two and four feet tall and their feet are covered with curly hair (they do not usually wear any shoes). They are exceptionally agile and good at fighting with thrown weapons.;;;;;;;;;;;;;x;
human;Human;;;;;;;;;;;;;x
human_desc;Humans are the major race in both the Northern Kingdoms and the Nilfgaardian Empire. When they first arrived on the already populated continent, they rather quickly set about conquering the lands already inhabited by elder races.;;;;;;;;;;;;;x
kind2;Kind;Aimable;Gütig;;Amable;;;;;;;;;x
kind2_desc;This character is kind and full of empathy. The sixth virtue, 'Humanitas', is popular with vassals, but makes for a rather poor Spymaster.;La gentille, 'humanitas' en latin, est la sixième vertu. Ce personnage est très apprécié des vassaux et fait un piètre Maître-Espion.;Dieser Charakter ist gütig und voller Einfühlungsvermögen. Die sechste Tugend, 'Humanitas', ist bei Vasallen sehr beliebt. Für Agentenführer ist sie dagegen eher abträglich.;;Este personaje es amable y derrocha empatía. La sexta virtud, 'humanitas', es popular entre los vasallos, pero es poco útil para jefes de espías.;;;;;;;;;x
# SPECIAL - MISC
canon;Canon;;;;;;;;;;;;;x
canon_desc;This character appears in the books and/or the games;;;;;;;;;;;;;x
strong_emperor;Strong Emperor;;;;;;;;;;;;;x
strong_emperor_desc;This character is regarder as strong emperor under whos rule the the Nilfgaard Empire will grow ever stronger.;;;;;;;;;;;;;x
weak_emperor;Weak Emperor;;;;;;;;;;;;;x
weak_emperor_desc;This character is generaly seen as weak emperor incapable of ruling the glorious Nilfgaardian Empire.;;;;;;;;;;;;;x
veteran;Veteran;;;;;;;;;;;;;x
veteran_desc;This character is veteran of many battles.;;;;;;;;;;;;;x
raider;Raider;;;;;;;;;;;;;x
raider_desc;This charcater has acquired much fame as a fearsome raider.;;;;;;;;;;;;;x
fertile_elf;Fertile;;;;;;;;;;;;;x
fertile_elf_desc;The elves grow differently than humans - they age slower, their reproduction period starts later and lasts longer.;;;;;;;;;;;;;x
fertile_sorcerer;Fertile;;;;;;;;;;;;;x
fertile_sorcerer_desc;This sorcerer is naturaly able to reproduce or has overcome his inability to reproduce through other means.;;;;;;;;;;;;;x
wilderness;Wilderness;;;;;;;;;;;;;x
wilderness_desc;This character represents an unowned territory.;;;;;;;;;;;;;x
