#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCdruid.103;Druid [From.GetFullName] seeing me so depressed came to me and offered to listen to my problems. After hearty talk with [From.GetHerHim] I feel better, [From.GetHerHim] even gave me Hellebore pills.;;;;;;;;;;;;;x
EVTOPTAdruid.103;I feel better now.;;;;;;;;;;;;;x
EVTDESCdruid.104;I shouldn't leave someone sick and lying in bed when I can help. i chould go gather some herbs and make a visit.;;;;;;;;;;;;;x
EVTOPTAdruid.104;It's my duty.;;;;;;;;;;;;;x
EVTOPTBdruid.104;It would be a good deed.;;;;;;;;;;;;;x
EVTOPTCdruid.104;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.105;I was lying sick in bed when druid [From.GetFullName] visited me. On [From.GetHerHis] way [From.GetSheHe] had gathered some herbs against cold. I took the herbs and the fever was gone instantly.;;;;;;;;;;;;;x
EVTOPTAdruid.105;Alive!;;;;;;;;;;;;;x
EVTDESCdruid.106;Coughing and chest pain could mean a serious infection. If I remember correctly Pleurisy root is very effective against it.;;;;;;;;;;;;;x
EVTOPTAdruid.106;I should prepare some for [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTBdruid.106;I should prepare some.;;;;;;;;;;;;;x
EVTOPTCdruid.106;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.107;Since I had a terrible cough lately, druid [From.GetFullName] prepared me a tincture from Pleurisy root. It worked wonders and cough disappeared.;;;;;;;;;;;;;x
EVTOPTAdruid.107;Finally!;;;;;;;;;;;;;x
EVTDESCdruid.108;There have been talks about spread of syphilis in the court, it is not a pleasant sickness and quite deadly too. maybe I should prepare poultice to cure it.;;;;;;;;;;;;;x
EVTOPTAdruid.108;If I remember correctly I need Monk's Hood.;;;;;;;;;;;;;x
EVTOPTBdruid.108;If I remember correctly I need Monk's Hood.;;;;;;;;;;;;;x
EVTOPTCdruid.108;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.109;It seems druid [From.GetFullName] knows that I have syphilis, [From.GetSheHe] even prepared poultice to cure it for me.;;;;;;;;;;;;;x
EVTOPTAdruid.109;I feel much better.;;;;;;;;;;;;;x
EVTDESCdruid.110;It is easy to tell if someone is lepers. Some of the symptoms include lose of facial hair includin eyelashes and eyebrows, disfigurement and deformation of facial features. Yet it's hard to cure it.;;;;;;;;;;;;;x
EVTOPTAdruid.110;I will prepare cure for [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTBdruid.110;I will prepare cure.;;;;;;;;;;;;;x
EVTOPTCdruid.110;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.111;My disfigurement did not deter druid [From.GetFullName] from helping me to cure it. [From.GetSheHeCap] had even prepared a cure beforehand and in just a few moment I looked like others.;;;;;;;;;;;;;x
EVTOPTAdruid.111;I can look others in face again.;;;;;;;;;;;;;x
EVTDESCdruid.112;Tuberculosis isn't something you wish, thare have been some cases of it in court, I should stop it before it spread even further.;;;;;;;;;;;;;x
EVTOPTAdruid.112;Now, what herbs I needed.;;;;;;;;;;;;;x
EVTOPTBdruid.112;Now, what herbs I needed.;;;;;;;;;;;;;x
EVTOPTCdruid.112;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.113;The cought and pain have gotten event worse, thankfully druid [From.GetFullName] have a cure for it.;;;;;;;;;;;;;x
EVTOPTAdruid.113;I feel much better.;;;;;;;;;;;;;x
EVTDESCdruid.114;Very high fever could be threatening to one's life, it should be stopped as soon as possible, luckily I have Balisse at hand, now I need just some strong alcohol to prepare it.;;;;;;;;;;;;;x
EVTOPTAdruid.114;[Root.Liege.GetTitledFirstName] will be better soon.;;;;;;;;;;;;;x
EVTOPTBdruid.114;I will prepare the cure.;;;;;;;;;;;;;x
EVTOPTCdruid.114;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.115;I was down with fever just yesterday but now I feel better. Although everything is a bit foggy I think druid [From.GetFullName] had prepared cure.;;;;;;;;;;;;;x
EVTOPTAdruid.115;I could eat a horse!;;;;;;;;;;;;;x
EVTDESCdruid.116;High fever and spots on body means a serious illness, to cure it I need Balisse soaked in strong alcohol and afterward extract from Ginatia petals.;;;;;;;;;;;;;x
EVTOPTAdruid.116;I will prepare the cure for [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTBdruid.116;I will prepare the cure.;;;;;;;;;;;;;x
EVTOPTCdruid.116;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.117;I had a fever and strange spots all over my body, after listening to druid [From.GetFullName] and taking madicine [From.GetSheHe] prepared the fever was gone and spots disapeared.;;;;;;;;;;;;;x
EVTOPTAdruid.117;The fates are kind.;;;;;;;;;;;;;x
EVTDESCdruid.118;;;;;;;;;;;;;;x
EVTOPTAdruid.118;;;;;;;;;;;;;;x
EVTOPTBdruid.118;;;;;;;;;;;;;;x
EVTOPTCdruid.118;;;;;;;;;;;;;;x
EVTDESCdruid.119;;;;;;;;;;;;;;x
EVTOPTAdruid.119;;;;;;;;;;;;;;x
EVTDESCdruid.120;Measles are not too dangerous if treated properly, luckily I know just the right treatment for them, I just need to gather some herbs.;;;;;;;;;;;;x
EVTOPTAdruid.120;I will treat [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTBdruid.120;Now I just need to remember the right herbs.;;;;;;;;;;;;;x
EVTOPTCdruid.120;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.121;Druid [From.GetFullName] treated me when I was down with measles - just a poultice and some potions and I was cured.;;;;;;;;;;;;;x
EVTOPTAdruid.121;Time to get up.;;;;;;;;;;;;;x
EVTDESCdruid.122;Small Pox is not too dangerous if treated properly, luckily I know just the right treatment for it, I just need to gather some herbs.;;;;;;;;;;;;;x
EVTOPTAdruid.122;I will treat [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;;x
EVTOPTBdruid.122;Now I just need to remember the right herbs.;;;;;;;;;;;;;;x
EVTOPTCdruid.122;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.123;Druid [From.GetFullName] treated me when I was down with Small Pox. Although I did have to drink a potion I'd rather forget.;;;;;;;;;;;;;x
EVTOPTAdruid.123;Poxy no more!;;;;;;;;;;;;;x
EVTDESCdruid.124;With my knowledge it is easy to heal a wounds in few of days. It just the matter of using the right herbs.;;;;;;;;;;;;;x
EVTOPTAdruid.124;Arenaria should heal [Root.Liege.GetTitledFirstName]'s wound in few days.;;;;;;;;;;;;;x
EVTOPTBdruid.124;Arenaria should heal the wound in few days.;;;;;;;;;;;;;x
EVTOPTCdruid.124;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.125;Just yesterdy druid [From.GetFullName] put on some herbs and bandaged my wound, now it fully healed leaving a pretty grotesque scar behind.;;;;;;;;;;;;;x
EVTOPTAdruid.125;Ewww...;;;;;;;;;;;;;x
EVTDESCdruid.126;I have devised a perfect treatment for drunkard. Every time you wants to drink alcohol chew a stem of Bryonia.;;;;;;;;;;;;;x
EVTOPTAdruid.126;It will help [Root.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTBdruid.126;It will help.;;;;;;;;;;;;;x
EVTOPTCdruid.126;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.127;Druid [From.GetFullName] have recommended a way to stop may drinking problem, everytime I want drink I need to chew on Bryonia's steam a bit.;;;;;;;;;;;;;x
EVTOPTAdruid.127;I haven't touched the strong stuff in ages.;;;;;;;;;;;;;x
EVTDESCdruid.128;Insanity is a sad state of mind, it is also very hard practiaclly impossible to cure. The best I can do is make patient consume Berbercane fruits daily and hope.;;;;;;;;;;;;;x
EVTOPTAdruid.128;Hopefully [Root.Liege.GetTitledFirstName] one day will be sane again.;;;;;;;;;;;;;x
EVTOPTBdruid.128;I will hope for the best.;;;;;;;;;;;;;x
EVTOPTCdruid.128;I pointless.;;;;;;;;;;;;;x
EVTDESCdruid.129;After druid [From.GetFullName] made me eat Berbercane fruits I no longer hear voices in my head and my toughts are clear.;;;;;;;;;;;;;x
EVTOPTAdruid.129;It's quiet.;;;;;;;;;;;;;x
EVTDESCdruid.200;I can't rest when I know there are some who are suffering. I should visit the sick and help them.;;;;;;;;;;;;;x
EVTOPTAdruid.200;It's the least I can do.;;;;;;;;;;;;;x
EVTDESCdruid.201;Druid [From.GetFullName] haev been visiting the sick in your court and helping them and trying to alleviate their suffernings.;;;;;;;;;;;;;x
EVTOPTAdruid.201;Oh, that's nice.;;;;;;;;;;;;;x
EVTOPTBdruid.201;Everyone should follow [From.GetHerHis] example.;;;;;;;;;;;;;x
EVTOPTCdruid.201;Such actions demeand a reward.;;;;;;;;;;;;;x
EVTDESCdruid.202;There are diseases spreading in the [Root.Liege.GetTitledFirstName]'s lands. I should visit he sick and help them.;;;;;;;;;;;;;x
EVTOPTAdruid.202;It's the least I can do.;;;;;;;;;;;;;x
EVTDESCdruid.203;Druid [From.GetFullName] has been helping the sick in your disease ravaged lands trying to cure the sick and alleviate thesuffering of dying.;;;;;;;;;;;;;x
EVTOPTAdruid.203;A praisewothy actions.;;;;;;;;;;;;;x
EVTDESCdruid.204;Somehow I ended up having a discussion with a druid. We shared our view's on different matters with each other, I have to say druids have more interesting perspective than i tought.;;;;;;;;;;;;;x
EVTOPTAdruid.204;Every opionion is worth listening to.;;;;;;;;;;;;;x
EVTOPTBdruid.204;Actually, does it matter.;;;;;;;;;;;;;x
EVTOPTCdruid.204;View of others is of no importance to me.;;;;;;;;;;;;;x
EVTDESCdruid.205;The druid struck a conversion with me and we had a most interesting discussion, we event touched the subject of religion a bit. The druid explained me about his beliefs - how one should be in harmony with nature and so on;;;;;;;;;;;;;x
EVTOPTAdruid.205;Fascinating.;;;;;;;;;;;;;x
EVTOPTBdruid.205;No matter what, I am a faithul follower of [Root.Religion.GetName];;;;;;;;;;;;;x
EVTDESCdruid.206;[From.GetTitledName] has been influenced by a druid and have started to follow their beliefs, forgetting the true faith of [Root.Religion.GetName].;;;;;;;;;;;;;x
EVTOPTAdruid.206;Troubling news.;;;;;;;;;;;;;x
