#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_bay_of_arnadare_adj;Bay of Arnadarian;;bay of arnadarisch;;;;;;;;;;;x
c_bay_of_bremervoord;Bay of Bremervoord;Bay of Bremervoord;Bay of Bremervoord;;;;;;;;;;;x
c_bay_of_bremervoord_adj;Bay of Bremervoordian;;bay of bremervoordisch;;;;;;;;;;;x
c_bay_of_malhoun;Bay of Malhoun;Bay of Malhoun;Bay of Malhoun;;;;;;;;;;;x
c_bay_of_malhoun_adj;Bay of Malhounian;;bay of malhounisch;;;;;;;;;;;x
c_bay_of_thanedd;Bay of Thanedd;Bay of Thanedd;Bay of Thanedd;;;;;;;;;;;x
c_bay_of_thanedd_adj;Bay of Thaneddian;;bay of thaneddisch;;;;;;;;;;;x
c_bay_of_troy;Bay of Troy;Bay of Troy;Bay of Troy;;;;;;;;;;;x
c_bay_of_troy_adj;Bay of Troian;;bay of troisch;;;;;;;;;;;x
c_beauclair;Beauclair;Beauclair;Beauclair;;;;;;;;;;;x
c_beauclair_adj;Beauclairian;;beauclairisch;;;;;;;;;;;x
c_belhaven;Belhaven;Belhaven;Belhaven;;;;;;;;;;;x
c_belhaven_adj;Belhavenian;;belhavenisch;;;;;;;;;;;x
c_beloozero;Beloozero;Beloozero;Beloozero;;;;;;;;;;;x
c_beloozero_adj;Beloozerian;;beloozerisch;;;;;;;;;;;x
c_belvard;Belvárd;Belvárd;Belvárd;;;;;;;;;;;x
c_belvard_adj;Belvárdian;;belvárdisch;;;;;;;;;;;x
c_belvardian_coast;Belvardian Coast;Belvardian Coast;Belvardian Coast;;;;;;;;;;;x
c_belvardian_coast_adj;Belvardian Coastian;;belvardian coastisch;;;;;;;;;;;x
c_berg_aen_dal;Berg Aen Dal;Berg Aen Dal;Berg Aen Dal;;;;;;;;;;;x
c_berg_aen_dal_adj;Berg Aen Dalian;;berg aen dalisch;;;;;;;;;;;x
c_biehudlna;Biehudlna;Biehudlna;Biehudlna;;;;;;;;;;;x
c_biehudlna_adj;Biehudlnian;;biehudlnisch;;;;;;;;;;;x
c_birr;Birr;Birr;Birr;;;;;;;;;;;x
c_birr_adj;Birrian;;birrisch;;;;;;;;;;;x
c_blaviken;Blaviken;Blaviken;Blaviken;;;;;;;;;;;x
c_blaviken_adj;Blavikenian;;blavikenisch;;;;;;;;;;;x
c_bodrog;Bodrog;Bodrog;Bodrog;;;;;;;;;;;x
c_bodrog_adj;Bodrogian;;bodrogisch;;;;;;;;;;;x
c_bois;Bois;Bois;Bois;;;;;;;;;;;x
c_bois_adj;Boisian;;boisisch;;;;;;;;;;;x
c_boljeti;Boljeti;Boljeti;Boljeti;;;;;;;;;;;x
c_boljeti_adj;Boljetian;;boljetisch;;;;;;;;;;;x
c_braa;Braa;Braa;Braa;;;;;;;;;;;x
c_braa_adj;Brian;;brisch;;;;;;;;;;;x
c_breffny;Breffny;Breffny;Breffny;;;;;;;;;;;x
c_breffny_adj;Breffnian;;breffnisch;;;;;;;;;;;x
c_bremervoord;Bremervoord;Bremervoord;Bremervoord;;;;;;;;;;;x
c_bremervoord_adj;Bremervoordian;;bremervoordisch;;;;;;;;;;;x
c_breza;Breza;Breza;Breza;;;;;;;;;;;x
c_breza_adj;Brezian;;brezisch;;;;;;;;;;;x
c_broinne;Broinne;Broinne;Broinne;;;;;;;;;;;x
c_broinne_adj;Broinnian;;broinnisch;;;;;;;;;;;x
c_bronllys;Bronllys;Bronllys;Bronllys;;;;;;;;;;;x
c_bronllys_adj;Bronllysian;;bronllysisch;;;;;;;;;;;x
c_brugge;Brugge;Brugge;Brugge;;;;;;;;;;;x
c_brugge_adj;Bruggian;;bruggisch;;;;;;;;;;;x
c_buina;Buina;Buina;Buina;;;;;;;;;;;x
c_buina_adj;Buinian;;buinisch;;;;;;;;;;;x
c_buki;Buki;Buki;Buki;;;;;;;;;;;x
c_buki_adj;Bukian;;bukisch;;;;;;;;;;;x
c_cadlock;Cadlock;Cadlock;Cadlock;;;;;;;;;;;x
c_cadlock_adj;Cadlockian;;cadlockisch;;;;;;;;;;;x
c_caed_dhu;Caed Dhu;Caed Dhu;Caed Dhu;;;;;;;;;;;x
c_caed_dhu_adj;Caed Dhian;;caed dhisch;;;;;;;;;;;x
c_caed_myrkvid;Caed Myrkvid;Caed Myrkvid;Caed Myrkvid;;;;;;;;;;;x
c_caed_myrkvid_adj;Caed Myrkvidian;;caed myrkvidisch;;;;;;;;;;;x
c_caelf;Caelf;Caelf;Caelf;;;;;;;;;;;x
c_caelf_adj;Caelfian;;caelfisch;;;;;;;;;;;x
c_caelhaven;Cælhaven;Cælhaven;Cælhaven;;;;;;;;;;;x
c_caelhaven_adj;Cælhavenian;;cælhavenisch;;;;;;;;;;;x
c_caiseal;Caiseal;Caiseal;Caiseal;;;;;;;;;;;x
c_caiseal_adj;Caisealian;;caisealisch;;;;;;;;;;;x
c_canten;Canten;Canten;Canten;;;;;;;;;;;x
c_canten_adj;Cantenian;;cantenisch;;;;;;;;;;;x
c_caprae;Caprae;Caprae;Caprae;;;;;;;;;;;x
c_caprae_adj;Caprian;;caprisch;;;;;;;;;;;x
c_caravista;Caravista;Caravista;Caravista;;;;;;;;;;;x
c_caravista_adj;Caravistian;;caravistisch;;;;;;;;;;;x
c_carbon;Carbon;Carbon;Carbon;;;;;;;;;;;x
c_carbon_adj;Carbonian;;carbonisch;;;;;;;;;;;x
c_carcano;Carcano;Carcano;Carcano;;;;;;;;;;;x
c_carcano_adj;Carcanian;;carcanisch;;;;;;;;;;;x
c_carreras;Carreras;Carreras;Carreras;;;;;;;;;;;x
c_carreras_adj;Carrerasian;;carrerasisch;;;;;;;;;;;x
c_casnewydd;Casnewydd;Casnewydd;Casnewydd;;;;;;;;;;;x
c_casnewydd_adj;Casnewyddian;;casnewyddisch;;;;;;;;;;;x
c_casteberg;Casteberg;Casteberg;Casteberg;;;;;;;;;;;x
c_casteberg_adj;Castebergian;;castebergisch;;;;;;;;;;;x
c_castel_ravello;Castel Ravello;Castel Ravello;Castel Ravello;;;;;;;;;;;x
c_castel_ravello_adj;Castel Ravellian;;castel ravellisch;;;;;;;;;;;x
c_casterfurt;Casterfurt;Casterfurt;Casterfurt;;;;;;;;;;;x
c_casterfurt_adj;Casterfurtian;;casterfurtisch;;;;;;;;;;;x
c_castronda;Castronda;Castronda;Castronda;;;;;;;;;;;x
c_castronda_adj;Castrondian;;castrondisch;;;;;;;;;;;x
c_ceodre;Ceodre;Ceodre;Ceodre;;;;;;;;;;;x
c_ceodre_adj;Ceodrian;;ceodrisch;;;;;;;;;;;x
c_cervantesa;Cervantesa;Cervantesa;Cervantesa;;;;;;;;;;;x
c_cervantesa_adj;Cervantesian;;cervantesisch;;;;;;;;;;;x
c_cerveteri;Cerveteri;Cerveteri;Cerveteri;;;;;;;;;;;x
c_cerveteri_adj;Cerveterian;;cerveterisch;;;;;;;;;;;x
c_chynllo;Chynllo;Chynllo;Chynllo;;;;;;;;;;;x
c_chynllo_adj;Chynllian;;chynllisch;;;;;;;;;;;x
c_cidaris;Cidaris;Cidaris;Cidaris;;;;;;;;;;;x
c_cidaris_adj;Cidarisian;;cidarisisch;;;;;;;;;;;x
c_cidaris_sea;Cidaris Sea;Cidaris Sea;Cidaris Sea;;;;;;;;;;;x
c_cidaris_sea_adj;Cidaris Sian;;cidaris sisch;;;;;;;;;;;x
c_cintra;Cintra;Cintra;Cintra;;;;;;;;;;;x
c_cintra_adj;Cintrian;;cintrisch;;;;;;;;;;;x
c_ciosuecia;Ciosuecia;Ciosuecia;Ciosuecia;;;;;;;;;;;x
c_ciosuecia_adj;Ciosuecian;;ciosuecisch;;;;;;;;;;;x
c_claremont;Claremont;Claremont;Claremont;;;;;;;;;;;x
c_claremont_adj;Claremontian;;claremontisch;;;;;;;;;;;x
c_cleves;Cleves;Cleves;Cleves;;;;;;;;;;;x
c_cleves_adj;Clevesian;;clevesisch;;;;;;;;;;;x
c_clogher;Clogher;Clogher;Clogher;;;;;;;;;;;x
c_clogher_adj;Clogherian;;clogherisch;;;;;;;;;;;x
c_coincallin;Coincallin;Coincallin;Coincallin;;;;;;;;;;;x
c_coincallin_adj;Coincallinian;;coincallinisch;;;;;;;;;;;x
c_col_serrai;Col Serrai;Col Serrai;Col Serrai;;;;;;;;;;;x
c_col_serrai_adj;Col Serrian;;col serrisch;;;;;;;;;;;x
c_coldwater;Coldwater;Coldwater;Coldwater;;;;;;;;;;;x
c_coldwater_adj;Coldwaterian;;coldwaterisch;;;;;;;;;;;x
c_congreve;Congreve;Congreve;Congreve;;;;;;;;;;;x
c_congreve_adj;Congrevian;;congrevisch;;;;;;;;;;;x
c_corvaen;Corvaen;Corvaen;Corvaen;;;;;;;;;;;x
c_corvaen_adj;Corvaenian;;corvaenisch;;;;;;;;;;;x
c_cottbus;Cottbus;Cottbus;Cottbus;;;;;;;;;;;x
c_cottbus_adj;Cottbusian;;cottbusisch;;;;;;;;;;;x
c_craag_an;Craag An;Craag An;Craag An;;;;;;;;;;;x
c_craag_an_adj;Craag Anian;;craag anisch;;;;;;;;;;;x
c_creigiau;Creigiau;Creigiau;Creigiau;;;;;;;;;;;x
c_creigiau_adj;Creigian;;creigisch;;;;;;;;;;;x
c_creuxrenard;Creuxrenard;Creuxrenard;Creuxrenard;;;;;;;;;;;x
c_creuxrenard_adj;Creuxrenardian;;creuxrenardisch;;;;;;;;;;;x
c_creyden;Creyden;Creyden;Creyden;;;;;;;;;;;x
c_creyden_adj;Creydenian;;creydenisch;;;;;;;;;;;x
c_crinfrid;Crinfrid;Crinfrid;Crinfrid;;;;;;;;;;;x
c_crinfrid_adj;Crinfridian;;crinfridisch;;;;;;;;;;;x
c_cyfarthfa;Cyfarthfa;Cyfarthfa;Cyfarthfa;;;;;;;;;;;x
c_cyfarthfa_adj;Cyfarthfian;;cyfarthfisch;;;;;;;;;;;x
c_daevon;Daevon;Daevon;Daevon;;;;;;;;;;;x
c_daevon_adj;Daevonian;;daevonisch;;;;;;;;;;;x
c_dalmand;Dalmand;Dalmand;Dalmand;;;;;;;;;;;x
c_dalmand_adj;Dalmandian;;dalmandisch;;;;;;;;;;;x
c_darn_dyffra;Darn Dyffra;Darn Dyffra;Darn Dyffra;;;;;;;;;;;x
c_darn_dyffra_adj;Darn Dyffrian;;darn dyffrisch;;;;;;;;;;;x
c_darn_rowan;Darn Rowan;Darn Rowan;Darn Rowan;;;;;;;;;;;x
c_darn_rowan_adj;Darn Rowanian;;darn rowanisch;;;;;;;;;;;x
c_denesle;Denesle;Denesle;Denesle;;;;;;;;;;;x
c_denesle_adj;Deneslian;;deneslisch;;;;;;;;;;;x
c_dermott;Dermott;Dermott;Dermott;;;;;;;;;;;x
c_dermott_adj;Dermottian;;dermottisch;;;;;;;;;;;x
c_derwayn;Derwayn;Derwayn;Derwayn;;;;;;;;;;;x
c_derwayn_adj;Derwaynian;;derwaynisch;;;;;;;;;;;x
c_dievetnik;Dievetnik;Dievetnik;Dievetnik;;;;;;;;;;;x
c_dievetnik_adj;Dievetnikian;;dievetnikisch;;;;;;;;;;;x
c_dilla;Dilla;Dilla;Dilla;;;;;;;;;;;x
c_dilla_adj;Dillian;;dillisch;;;;;;;;;;;x
c_dillingen;Dillingen;Dillingen;Dillingen;;;;;;;;;;;x
c_dillingen_adj;Dillingenian;;dillingenisch;;;;;;;;;;;x
c_dire_mire;Dire Mire;Dire Mire;Dire Mire;;;;;;;;;;;x
c_dire_mire_adj;Dire Mirian;;dire mirisch;;;;;;;;;;;x
c_djevonis;Djevonis;Djevonis;Djevonis;;;;;;;;;;;x
c_djevonis_adj;Djevonisian;;djevonisisch;;;;;;;;;;;x
c_dofras;Dofras;Dofras;Dofras;;;;;;;;;;;x
c_dofras_adj;Dofrasian;;dofrasisch;;;;;;;;;;;x
c_dokkum;Dokkum;Dokkum;Dokkum;;;;;;;;;;;x
c_dokkum_adj;Dokkumian;;dokkumisch;;;;;;;;;;;x
c_dolpadarn;Dolpadarn;Dolpadarn;Dolpadarn;;;;;;;;;;;x
c_dolpadarn_adj;Dolpadarnian;;dolpadarnisch;;;;;;;;;;;x
c_dorian;Dorian;Dorian;Dorian;;;;;;;;;;;x
c_dorian_adj;Dorianian;;dorianisch;;;;;;;;;;;x
c_dorndal;Dorndal;Dorndal;Dorndal;;;;;;;;;;;x
c_dorndal_adj;Dorndalian;;dorndalisch;;;;;;;;;;;x
c_drachten;Drachten;Drachten;Drachten;;;;;;;;;;;x
c_drachten_adj;Drachtenian;;drachtenisch;;;;;;;;;;;x
c_drakenborg;Drakenborg;Drakenborg;Drakenborg;;;;;;;;;;;x
c_drakenborg_adj;Drakenborgian;;drakenborgisch;;;;;;;;;;;x
c_drieschot;Drieschot;Drieschot;Drieschot;;;;;;;;;;;x
c_drieschot_adj;Drieschotian;;drieschotisch;;;;;;;;;;;x
c_druigh;Druigh;Druigh;Druigh;;;;;;;;;;;x
c_druigh_adj;Druighian;;druighisch;;;;;;;;;;;x
c_dryslwyn;Dryslwyn;Dryslwyn;Dryslwyn;;;;;;;;;;;x
c_dryslwyn_adj;Dryslwynian;;dryslwynisch;;;;;;;;;;;x
c_dudno;Dudno;Dudno;Dudno;;;;;;;;;;;x
c_dudno_adj;Dudnian;;dudnisch;;;;;;;;;;;x
c_duen_canell;Duen Canell;Duen Canell;Duen Canell;;;;;;;;;;;x
c_duen_canell_adj;Duen Canellian;;duen canellisch;;;;;;;;;;;x
c_dun_dare;Dun Dare;Dun Dare;Dun Dare;;;;;;;;;;;x
c_dun_dare_adj;Dun Darian;;dun darisch;;;;;;;;;;;x
c_dun_gleanainn;Dun Gleanainn;Dun Gleanainn;Dun Gleanainn;;;;;;;;;;;x
c_dun_gleanainn_adj;Dun Gleanainnian;;dun gleanainnisch;;;;;;;;;;;x
c_dungarvan;Dungarvan;Dungarvan;Dungarvan;;;;;;;;;;;x
c_dungarvan_adj;Dungarvanian;;dungarvanisch;;;;;;;;;;;x
c_dunholm;Dunholm;Dunholm;Dunholm;;;;;;;;;;;x
c_dunholm_adj;Dunholmian;;dunholmisch;;;;;;;;;;;x
c_dunluce;Dunluce;Dunluce;Dunluce;;;;;;;;;;;x
c_dunluce_adj;Dunlucian;;dunlucisch;;;;;;;;;;;x
c_dyserth;Dyserth;Dyserth;Dyserth;;;;;;;;;;;x
c_dyserth_adj;Dyserthian;;dyserthisch;;;;;;;;;;;x
c_eang_faes;Eang Faes;Eang Faes;Eang Faes;;;;;;;;;;;x
c_eang_faes_adj;Eang Faesian;;eang faesisch;;;;;;;;;;;x
c_ebeltoft;Ebeltoft;Ebeltoft;Ebeltoft;;;;;;;;;;;x
c_ebeltoft_adj;Ebeltoftian;;ebeltoftisch;;;;;;;;;;;x
c_edincus;Edincus;Edincus;Edincus;;;;;;;;;;;x
c_edincus_adj;Edincusian;;edincusisch;;;;;;;;;;;x
c_edorgard;Edorgard;Edorgard;Edorgard;;;;;;;;;;;x
c_edorgard_adj;Edorgardian;;edorgardisch;;;;;;;;;;;x
c_egremont;Egremont;Egremont;Egremont;;;;;;;;;;;x
c_egremont_adj;Egremontian;;egremontisch;;;;;;;;;;;x
c_eiddon;Eiddon;Eiddon;Eiddon;;;;;;;;;;;x
c_eiddon_adj;Eiddonian;;eiddonisch;;;;;;;;;;;x
c_ellander;Ellander;Ellander;Ellander;;;;;;;;;;;x
c_ellander_adj;Ellanderian;;ellanderisch;;;;;;;;;;;x
c_embla;Embla;Embla;Embla;;;;;;;;;;;x
c_embla_adj;Emblian;;emblisch;;;;;;;;;;;x
c_emreis;Emreis;Emreis;Emreis;;;;;;;;;;;x
c_emreis_adj;Emreisian;;emreisisch;;;;;;;;;;;x
c_epema;Epema;Epema;Epema;;;;;;;;;;;x
c_epema_adj;Epemian;;epemisch;;;;;;;;;;;x
c_erlenwald;Erlenwald;Erlenwald;Erlenwald;;;;;;;;;;;x
c_erlenwald_adj;Erlenwaldian;;erlenwaldisch;;;;;;;;;;;x
c_est_haemlet;Est Haemlet;Est Haemlet;Est Haemlet;;;;;;;;;;;x
c_est_haemlet_adj;Est Haemletian;;est haemletisch;;;;;;;;;;;x
c_etolian_coast;Etolian Coast;Etolian Coast;Etolian Coast;;;;;;;;;;;x
c_etolian_coast_adj;Etolian Coastian;;etolian coastisch;;;;;;;;;;;x
c_eysenlaan;Eysenlaan;Eysenlaan;Eysenlaan;;;;;;;;;;;x
c_eysenlaan_adj;Eysenlaanian;;eysenlaanisch;;;;;;;;;;;x
c_fano;Fano;Fano;Fano;;;;;;;;;;;x
c_fano_adj;Fanian;;fanisch;;;;;;;;;;;x
c_faroe;Faroe;Faroe;Faroe;;;;;;;;;;;x
c_faroe_adj;Farian;;farisch;;;;;;;;;;;x
c_fen_aspra;Fen Aspra;Fen Aspra;Fen Aspra;;;;;;;;;;;x
c_fen_aspra_adj;Fen Asprian;;fen asprisch;;;;;;;;;;;x
c_flotsam;Flotsam;Flotsam;Flotsam;;;;;;;;;;;x
c_flotsam_adj;Flotsamian;;flotsamisch;;;;;;;;;;;x
c_follwark;Follwark;Follwark;Follwark;;;;;;;;;;;x
c_follwark_adj;Follwarkian;;follwarkisch;;;;;;;;;;;x
c_forgeham;Forgeham;Forgeham;Forgeham;;;;;;;;;;;x
c_forgeham_adj;Forgehamian;;forgehamisch;;;;;;;;;;;x
c_forja_nueva;Forja Nueva;Forja Nueva;Forja Nueva;;;;;;;;;;;x
c_forja_nueva_adj;Forja Nuevian;;forja nuevisch;;;;;;;;;;;x
c_four_maples;Four Maples;Four Maples;Four Maples;;;;;;;;;;;x
c_four_maples_adj;Four Maplesian;;four maplesisch;;;;;;;;;;;x
c_fourhorn;Fourhorn;Fourhorn;Fourhorn;;;;;;;;;;;x
c_fourhorn_adj;Fourhornian;;fourhornisch;;;;;;;;;;;x
c_garramone;Garramone;Garramone;Garramone;;;;;;;;;;;x
c_garramone_adj;Garramonian;;garramonisch;;;;;;;;;;;x
c_geg_alba;Geg Alba;Geg Alba;Geg Alba;;;;;;;;;;;x
c_geg_alba_adj;Geg Albian;;geg albisch;;;;;;;;;;;x
c_gelibol;Gelibol;Gelibol;Gelibol;;;;;;;;;;;x
c_gelibol_adj;Gelibolian;;gelibolisch;;;;;;;;;;;x
c_geoghegan;Geoghegan;Geoghegan;Geoghegan;;;;;;;;;;;x
c_geoghegan_adj;Geogheganian;;geogheganisch;;;;;;;;;;;x
c_glandwr;Glandwr;Glandwr;Glandwr;;;;;;;;;;;x
c_glandwr_adj;Glandwrian;;glandwrisch;;;;;;;;;;;x
c_glevitzingen;Glevitzingen;Glevitzingen;Glevitzingen;;;;;;;;;;;x
c_glevitzingen_adj;Glevitzingenian;;glevitzingenisch;;;;;;;;;;;x
c_glin;Glin;Glin;Glin;;;;;;;;;;;x
c_glin_adj;Glinian;;glinisch;;;;;;;;;;;x
c_glyswen;Glyswen;Glyswen;Glyswen;;;;;;;;;;;x
c_glyswen_adj;Glyswenian;;glyswenisch;;;;;;;;;;;x
c_gors_velen;Gors Velen;Gors Velen;Gors Velen;;;;;;;;;;;x
c_gors_velen_adj;Gors Velenian;;gors velenisch;;;;;;;;;;;x
c_gorseinon;Gorseinon;Gorseinon;Gorseinon;;;;;;;;;;;x
c_gorseinon_adj;Gorseinonian;;gorseinonisch;;;;;;;;;;;x
c_great_sea;Great Sea;Great Sea;Great Sea;;;;;;;;;;;x
c_great_sea_adj;Great Sian;;great sisch;;;;;;;;;;;x
c_grimstad;Grimstad;Grimstad;Grimstad;;;;;;;;;;;x
c_grimstad_adj;Grimstadian;;grimstadisch;;;;;;;;;;;x
