#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCtrait_flavour.221;I had to spend better part of day visiting different alchemy shops, but now I have everything I need for my experiments - from Vodyanoi bladder to Bohun Upas sap.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.221;It wasn't as expensive as I expected.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.222;It took me a few days to restock my ingredients, but the nearby forests, plains and lakes had almost everything I needed.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.222;Who knew?;;;;;;;;;;;;;x
EVTDESCtrait_flavour.230;A witcher is staying at court, he isn't too sociable, but his knowledge about alchemy is quite deep.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.230;I should strike a conversion with him.;;;;;;;;;;;;;x
EVTTOOLTIPtrait_flavour.231;Have a discussion about alchemy with witcher;;;;;;;;;;;;;x
EVTOPTBtrait_flavour.230;I don't want to associate myself wth a witcher.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.232;I had quite an educational talk with [From.GetName]. At first he wasn't too interested in it, but once we started talking about how to use monster part in alchemy, he became more intersted.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.233;I have made a friend.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.233;I tried to make a conversion with [From.GetName], but he shrugged me of.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.233;Oh well, I tried.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.240;There have been complaints about my alchemical expections. Especially about constant explosions, few accidental fires and the odor comming from my lab. But they don't understan that it's what makes it so interesting.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.240;Some people have no appreciation for science.;;;;;;;;;;;;;x
EVTTOOLTIPtrait_flavour.241;[Root.Spouse.GetTitledFirstName] is among them;;;;;;;;;;;;;x
EVTTOOLTIPtrait_flavour.242;[This.GetTitledFirstName] is among them;;;;;;;;;;;;;x
EVTOPTBtrait_flavour.240;Maygbe I should stop.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.241;The constant explosions and noises, occasional fires and the horrible odors coming from [From.GetTitledFirstName] laboratory are making me nervous. I cant take it, [FromGetSheHe] will blow up whole castle one day.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.241;I should ask [From.GetHerHim] to stop experimenting.;;;;;;;;;;;;;x
EVTTOOLTIPtrait_flavour.243;[Root.GetTitledFirstName] interferes;;;;;;;;;;;;;x
EVTOPTBtrait_flavour.241;But it makes [From.GetHerHim] happy.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.242;The constant explosions and noises, occasional fires and the horrible odors coming from [From.GetTitledFirstName] laboratory are making me nervous. I cant take it, [FromGetSheHe] will  blow up whole castle one day.;;;;;;;;;;;;;x
EVTOPTAtrait_flavour.242;I should ask [From.GetHerHim] to stop experimenting.;;;;;;;;;;;;;x
EVTOPTBtrait_flavour.242;But it makes [From.GetHerHim] happy.;;;;;;;;;;;;;x
EVTDESCtrait_flavour.243;I was busy with another experiment when [From.GetTitledFirstName] inturrepted me. The fact that this was first time [From.GetSheHe] came down here and [From.GetHerHim] unhappy face expression wasn't a good sign. [From.GetSheHe] asked me to stop these 'dangerous experiments' I'm always doing.;;;;;;;;;;;;;x
EVTOPTA3553;Don't judge what you don't understand.;;;;;;;;;;;;;x
EVTOPTB3553;Well I could try, at least for a while.;;;;;;;;;;;;;x
