#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_persia;Persian Empire;Empire perse;Das persische Reich;;Imperio persa;;;;;;;;;x;
e_persia_adj;Persian;perse;Persisch;;Persa;;;;;;;;;x;
d_suomenski;Elks of the North;Elks of the North;Elks of the North;;Elks of the North;;;;;;;;;x
d_suomenski_adj;Mercenary;mercenaire;Söldner;;Mercenario;;;;;;;;;x
d_romuva;Eternal Fire;Eternal Fire;Eternal Fire;;Eternal Fire;;;;;;;;;x
d_romuva_adj;Mercenary;mercenaire;Söldner;;Mercenario;;;;;;;;;x
d_piemonte;Piemonte;Piemont;Piemont;;Piemonte;;;;;;;;;x
d_piemonte_adj;Piemontian;piedmontais;Piemonter;;Piamontés;;;;;;;;;x
d_ostlandet;Østlandet;Ostlandet;Ostlandet;;Austlandet;;;;;;;;;x
k_atlantis;Atlantis;;;;;;;;;;;;;x
d_atlantis;Atlantis;;;;;;;;;;;;;x
c_atlantis;Atlantis;;;;;;;;;;;;;x
b_atlantis;Atlantis;;;;;;;;;;;;;x
b_teruel;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;x
b_calanda;Calanda;Calanda;Calanda;;Calanda;;;;;;;;;x
b_hijar;Híjar;Híjar;Híjar;;Híjar;;;;;;;;;x
b_calamocha;Calamocha;Calamocha;Calamocha;;Calamocha;;;;;;;;;x
b_vedra;Vedra;Vedra;Vedra;;Vedra;;;;;;;;;x
b_estrada;Estrada;Estrada;Estrada;;Estrada;;;;;;;;;x
b_ourense;Ourense;Ourense;Ourense;;Orense;;;;;;;;;x
b_verin;Verín;Verín;Verín;;Verín;;;;;;;;;x
b_ribadavia;Ribadavia;Ribadavia;Ribadavia;;Ribadavia;;;;;;;;;x
b_alcampell;Alcampell;Alcampell;Alcampell;;Alcampell;;;;;;;;;x
b_corunna;A Coruña;A Coruña;A Coruña;;A Coruña;;;;;;;;;x
b_vatnafjordur;Vatnafjörður;;;;;;;;;;;;x
b_reydarfjall;Reyðarfjall;;;;;;;;;;;;x
b_egilsstadir;Egilsstaðir;;;;;;;;;;;;x
b_skalholt;Skálholt;;;;;;;;;;;;x
b_husavik;Húsavik;;;;;;;;;;;;x
b_nattfaravik;Náttfaravík;;;;;;;;;;;;x
