# CONGENITAL
sorcerer_desc;Mages are people skilled and educated in the use of magic. Only rare individuals have the potential to become mages and many of those with this potential are doomed to madness.;;;;;;;;;;;;;
witcher;Witcher;;;;;;;;;;;;;
witcher_desc;This character is a witcher. Witchers have undergone extensive training and mysterious rituals.;;;;;;;;;;;;;
druid;Druid;;;;;;;;;;;;;x
druid_desc;This character is a druid - a scholar of the forest with deep understanding of nature's workings.;;;;;;;;;;;;;x
# SPECIAL - RACE
elven;Elf;;;;;;;;;;;;;x
elven_desc;Elves are one of the Elder Races (along with gnomes and dwarves). Elves, also known as Aen Seidhe, came to the Continent on their white ships much earlier than humans, but later than gnomes and dwarves.;;;;;;;;;;;;;x
halfelf;Halfelf;;;;;;;;;;;;;x
halfelf_desc;Halfelf;;;;;;;;;;;;;x
elven_blood;Elven Blood;;;;;;;;;;;;;x
elven_blood_desc;Elven Blood;;;;;;;;;;;;;x
dwarven;Dwarf;;;;;;;;;;;;;x
dwarven_desc;Dwarves are one of the humanoid races. Together with gnomes and elves they are called the Old races, and along with gnomes they were one of the oldest sentient races on the Continent.;;;;;;;;;;;;;x
halfdwarf;Halfdwarf;;;;;;;;;;;;;x
halfdwarf_desc;Halfdwarf;;;;;;;;;;;;;x
halfling;Halfling;Hobberas;Halbling;;Mediano;;;;;;;;;x
halfling_desc;Halflings are one of the non-human races. They are between two and four feet tall and their feet are covered with curly hair (they do not usually wear any shoes). They are exceptionally agile and good at fighting with thrown weapons.;;;;;;;;;;;;x;
human;Human;;;;;;;;;;;;;x
human_desc;Humans are the major race in both the Northern Kingdoms and the Nilfgaardian Empire. When they first arrived on the already populated continent, they rather quickly set about conquering the lands already inhabited by elder races.;;;;;;;;;;;;;x
kind2;Kind;Aimable;Gütig;;Amable;;;;;;;;;x
kind2_desc;This character is kind and full of empathy. The sixth virtue, 'Humanitas', is popular with vassals, but makes for a rather poor Spymaster.;La gentille, 'humanitas' en latin, est la sixième vertu. Ce personnage est très apprécié des vassaux et fait un piètre Maître-Espion.;Dieser Charakter ist gütig und voller Einfühlungsvermögen. Die sechste Tugend, 'Humanitas', ist bei Vasallen sehr beliebt. Für Agentenführer ist sie dagegen eher abträglich.;;Este personaje es amable y derrocha empatía. La sexta virtud, 'humanitas', es popular entre los vasallos, pero es poco útil para jefes de espías.;;;;;;;;;x
# SPECIAL - MISC
canon;Canon;;;;;;;;;;;;;x
canon_desc;This character appears in the books and/or the games;;;;;;;;;;;;;x
deithwen;Deithwen Addan yn Carn aep Morvudd;;;;;;;;;;;;;x
deithwen_desc;The White Flame Dancing on the Barrows of his Enemies;;;;;;;;;;;;;x
hist_skellige;;;;;;;;;;;;;;x
hist_skellige_desc;;;;;;;;;;;;;;x
hist_temeria;;;;;;;;;;;;;;x
hist_temeria_desc;;;;;;;;;;;;;;x
hist_redania;;;;;;;;;;;;;;x
hist_redania_desc;;;;;;;;;;;;;;x
hist_kaedwen;;;;;;;;;;;;;;x
hist_kaedwen_desc;;;;;;;;;;;;;;x
hist_aedirn;;;;;;;;;;;;;;x
hist_aedirn_desc;;;;;;;;;;;;;;x
